favorit hampir pori pori tidak kering nutrisi bagus sangat rekomendasi	1	1	[0.845062]
suka nigh moisturezer mantap suka belum hasil mantap cerah lembap kenyal tidak insecure ngumpul cerah bersih	1	1	[0.934828]
rasa jerawat lebih korean langsung jidat bruntus gemes cepat hilang gugling jerawat tidak efek jerawat ampuh tapi tidak	0	0	[0.12654287]
bagus penasaran harga murah tapi bau kurang suka acnol nyata tidak buruk jerawat sembuh banyak bruntus	0	0	[0.01182786]
busa lembut rasa enak cukup rata hemat cukup cocok tidak kering	1	1	[0.86578864]
bagus mampus cantik tambah minyak tapi makin lama maju mundur repurchase tidak rasa cerah	1	1	[0.6679437]
gentle murah tidak kering minus parfum tapi hati fungal jerawat trigernya myristic acidnya banyak cerah tidak tapi murah gentle	1	1	[0.8060299]
kurang bagus bersih bersih tapi tidak baik kering	0	1	[0.7369587]
terdebest hampir hampir sangat bagus jerawat bantu sedikit hilang jerawat sangat cocok cinta jerawat	1	1	[0.919778]
suka enak tekstur enak tapi parfum kencang cepat suka lembap minyak verminyak	1	1	[0.8450595]
belum masalah jerawat tapi enak tekstur bau enak harga gampang moga cocok suka	1	1	[0.8495313]
bau ganggu tapi rasa cukup efektif jerawat akhir kondisi tidak malas bau lebih bearable	0	1	[0.59527093]
racun bisa kempes jerawat jerawat hempas lama kelam tidak buruk tidak tidak suka bruntus jerawat enak dingin tenang jerawat tapi lama efek	0	0	[0.22927296]
serum tekstur bening tidak parfum wangi cocok serum sedikit nyata timbul bruntus tekstur tapi berat jerawat prone tidak buruk bukan tidak buruk kering munkin bisa hero bagus cerah tapi jerawat prone belum rekomendasi serum	0	0	[0.09558359]
langsung jerawat super harga super lucu tapi tidak buruk isnt	0	0	[0.10727358]
belang parah cerah serum belang hempas mantap cerah	1	1	[0.85860395]
lembap gel enak lengket enak lembap tapi lama serap gel lama serap tapi suka gel bening tidak jerawat tidak panas cekit suka repurchase	1	1	[0.77571267]
lembap tidak tidak suka bau kurang lembap jerawat kurang mantap jerawat bruntus tidak lebih walaupun	0	1	[0.78812647]
cocok harga makin tidak jelek	1	1	[0.53523356]
cepat rutin hasil tambah bruntus kecil sedikit ramai cocok tapi nyata tidak	0	0	[0.10891259]
tapi efek tidak hilang jerawat penasaran jerawat muncul nyata pisah jerawat	0	0	[0.05010736]
bagus lembap cerah tidak masalah efek dingin suka warna putih hilang bekas jerawat sedikit sedikit	1	1	[0.8670701]
bau enak segar bersih cocok sensitifn tidak kering busa enak efek cerah sedep hihihihihiuhi	1	1	[0.88080394]
